node_id,node_type,label,query__1A4R,query__1E51,query__1F8A,query__1FB1,query__1HTI,query__1HVY,query__1LDJ,query__1OU5,query__1P9O,query__1Q5H,query__1Z5S,query__2J91,query__2OJW,query__2R3V,query__2VE7,query__2WFD,query__3BJU,query__3D4J,query__3ECR,query__3JUS,query__3R2W,query__3S4Y,query__3VBB,query__4JSN,query__4R3Z,query__6C90,query__6GWJ,query__6HKW,reference__1BVL-ASU0-VH_C-VL_D-Ag_A_B,reference__1CT8-ASU0-VH_B-VL_A-Ag_C_D,reference__1MWA-ASU0-VH_B-VL_A-Ag_H_I_P,reference__2IAM-ASU0-VH_D-VL_C-Ag_A_B_P,reference__2OTU-ASU0-VH_D-VL_C-Ag_G_H_Q,reference__3G6J-ASU0-VH_H-VL_G-Ag_C_D,reference__3H3B-ASU0-VH_D-VL_D-Ag_A_B,reference__3LRS-ASU0-VH_E-VL_F-Ag_A_B_C_D,reference__3STB-ASU0-VHH_A-Ag_C_D,reference__3STB-ASU0-VHH_B-Ag_C_D,reference__3ZHD-ASU1-VHH_F-Ag_A_B,reference__4C56-ASU0-VH_H-VL_G-Ag_E_I_K,reference__4DK3-ASU0-VHH_A-Ag_C_D,reference__4DK6-ASU0-VHH_B-Ag_C_D,reference__4DKF-ASU0-VH_H-VL_L-Ag_A_B,reference__4DKF-ASU0-VH_I-VL_M-Ag_A_B,reference__4KRM-ASU0-VHH_D-Ag_C_E,reference__4KRM-ASU0-VHH_L-Ag_I_K,reference__4MAY-ASU0-VH_D-VL_C-Ag_A_B,reference__4PLK-ASU0-VH_D-VL_C-Ag_A_B,reference__4PLK-ASU0-VH_H-VL_L-Ag_A_B,reference__4XVU-ASU0-VH_I-VL_J-Ag_G_H,reference__4XVU-ASU0-VH_K-VL_L-Ag_G_H,reference__5BOP-ASU0-VHH_A-Ag_B_D,reference__5BOP-ASU0-VHH_C-Ag_B_D,reference__5OCL-ASU0-VHH_G-Ag_F_H,reference__5OVW-ASU0-VHH_G-Ag_A_C,reference__5OVW-ASU0-VHH_J-Ag_B_D,reference__5TD8-ASU0-VHH_E-Ag_A_C,reference__5UDD-ASU0-VH_J-VL_P-Ag_A_E,reference__6BPE-ASU0-VH_B-VL_C-Ag_A_D,reference__6DO1-ASU0-VHH_E-Ag_A_B_C,reference__6GKD-ASU0-VHH_G-Ag_F_T,reference__6GKD-ASU0-VHH_H-Ag_F_I_M,reference__6GKD-ASU0-VHH_T-Ag_F_P_R,reference__6OAO-ASU0-VH_J-VL_J-Ag_I_K,reference__6OL7-ASU0-VH_C-VL_B-Ag_D_E,reference__6OL7-ASU0-VH_K-VL_J-Ag_F_I,reference__6SGE-ASU0-VHH_B-Ag_A_C,reference__6SGE-ASU0-VHH_D-Ag_A_C,reference__6TYL-ASU0-VHH_D-Ag_A_F,reference__6TYL-ASU0-VHH_I-Ag_A_F,reference__6V7Z-ASU0-VHH_F-Ag_A_B_C,reference__6X04-ASU0-VHH_F-Ag_B_E_K,reference__6X04-ASU0-VHH_L-Ag_E_H_K,reference__7E9G-ASU0-VHH_E-Ag_R_S,reference__7EO4-ASU0-VH_E-VL_E-Ag_B_C,reference__7F1O-ASU0-VHH_E-Ag_A_B,reference__7K7H-ASU0-VH_H-VL_L-Ag_A_C,reference__7K7I-ASU0-VH_J-VL_K-Ag_B_E,reference__7K7I-ASU0-VH_M-VL_N-Ag_A_C,reference__7K7I-ASU0-VH_P-VL_Q-Ag_C_D,reference__7KI1-ASU0-VHH_N-Ag_A_B,reference__7KQY-ASU0-VHH_A-Ag_B_D,reference__7LJB-ASU0-VH_E-VL_D-Ag_A_B,reference__7LJB-ASU0-VH_G-VL_F-Ag_A_B,reference__7M7E-ASU0-VH_C-VL_D-Ag_A_B,reference__7M7G-ASU0-VH_C-VL_D-Ag_A_B_E_F,reference__7N0I-ASU0-VHH_J-Ag_C_D,reference__7QHA-ASU0-VHH_C-Ag_A_B,reference__7SAJ-ASU0-VHH_J-Ag_E_I,reference__7T0W-ASU0-VH_G-VL_F-Ag_A_B,reference__7T0Z-ASU0-VH_H-VL_L-Ag_D_E,reference__7WU9-ASU0-VH_S-VL_S-Ag_A_B,reference__8CAF-ASU0-VH_B-VL_A-Ag_F_H,reference__8CAF-ASU0-VH_D-VL_C-Ag_E_G,reference__8DJK-ASU0-VH_H-VL_L-Ag_A_B,reference__8DJM-ASU0-VH_H-VL_L-Ag_A_B,reference__8G2Y-ASU0-VHH_N-Ag_A_B,reference__8H64-ASU0-VHH_D-Ag_C_E,reference__8H64-ASU0-VHH_H-Ag_A_G,reference__8I7W-ASU0-VH_E-VL_E-Ag_B_C,reference__8IM1-ASU0-VHH_H-Ag_C_G,reference__8J7U-ASU0-VH_E-VL_C-Ag_A_B,reference__8J7U-ASU0-VH_F-VL_D-Ag_A_B,reference__8J7V-ASU0-VH_E-VL_C-Ag_A_B,reference__8J7V-ASU0-VH_F-VL_D-Ag_A_B,reference__8J7W-ASU0-VH_E-VL_C-Ag_A_B,reference__8J7W-ASU0-VH_F-VL_D-Ag_A_B,reference__8J80-ASU0-VH_E-VL_C-Ag_A_B,reference__8OQ3-ASU0-VHH_C-Ag_A_D,reference__8PMX-ASU0-VH_H-VL_L-Ag_A_B,reference__8RTF-ASU0-VHH_G-Ag_A_B,reference__8RTF-ASU0-VHH_I-Ag_C_D,reference__8RTF-ASU0-VHH_J-Ag_C_D,reference__8RTF-ASU2-VHH_G-Ag_A_F,reference__8RTF-ASU2-VHH_K-Ag_C_E,reference__8RVR-ASU0-VHH_G-Ag_A_B,reference__8RVR-ASU0-VHH_H-Ag_A_B,reference__8RVR-ASU0-VHH_I-Ag_C_D,reference__8RVR-ASU0-VHH_J-Ag_C_D,reference__8SFZ-ASU0-VHH_B-Ag_D_F,reference__8TEA-ASU0-VH_F-VL_I-Ag_C_D,reference__8TJN-ASU0-VH_C-VL_D-Ag_A_B_E_F,reference__8TJN-ASU0-VH_E-VL_F-Ag_A_B_C_D,reference__8TME-ASU0-VH_H-VL_L-Ag_A_B,reference__8TMH-ASU0-VH_F-VL_G-Ag_A_B,reference__8TMQ-ASU0-VH_H-VL_L-Ag_A_B,reference__8UIO-ASU0-VH_H-VL_L-Ag_A_B,reference__8W5F-ASU0-VH_H-VL_L-Ag_C_c,reference__8Y62-ASU0-VH_E-VL_E-Ag_A_B,reference__8YJ7-ASU0-VH_E-VL_E-Ag_B_C,reference__8ZBI-ASU0-VH_F-VL_F-Ag_B_C,reference__8ZRE-ASU0-VH_h-VL_l-Ag_A_B,reference__9BIF-ASU0-VH_G-VL_I-Ag_E_F,reference__9BIF-ASU0-VH_J-VL_K-Ag_E_F,reference__9C24-ASU0-VH_A-VL_B-Ag_C_D,reference__9C24-ASU0-VH_H-VL_L-Ag_C_D,reference__9E3L-ASU0-VH_G-VL_H-Ag_E_F,reference__9E7L-ASU0-VHH_S-Ag_G_T,reference__9G4E-ASU0-VH_C-VL_D-Ag_A_B,reference__9I5E-ASU0-VHH_N-Ag_A_B,reference__9JKS-ASU0-VH_S-VL_S-Ag_B_C,reference__9MGB-ASU0-VH_k-VL_k-Ag_J_L,reference__9PC6-ASU0-VH_J-VL_I-Ag_A_B_K_L,reference__9PXU-ASU0-VHH_K-Ag_H_L
reference__8OQ3-ASU0-VHH_C-Ag_A_D,reference_antigen,8OQ3-ASU0-VHH_C-Ag_A_D,0.00000,0.38450,0.35460,0.38610,0.42130,0.36090,0.32450,0.42070,0.00000,0.53310,0.57340,0.31780,0.32450,0.31880,0.29290,0.00000,0.31480,0.32670,0.34550,0.33250,0.31050,0.34590,0.00000,0.34240,0.26060,0.26850,0.33980,0.00000,0.75240,0.52300,0.35470,0.63690,0.73540,0.99050,0.00000,0.51010,0.70150,0.70150,0.74970,0.64650,0.59810,0.40910,0.00000,0.00000,0.00000,0.00000,0.63350,0.00000,0.00000,0.31090,0.31090,0.38920,0.38920,0.63690,0.36660,0.35690,0.00000,0.31530,0.34220,0.66140,0.58940,0.63760,0.65530,0.36870,0.72600,0.66890,0.00000,0.00000,0.00000,0.00000,0.63810,0.61840,0.62050,0.33020,0.35020,0.34630,0.57250,0.53620,0.54410,0.54410,0.40860,0.51530,0.43100,0.43100,0.00000,0.53160,0.00000,0.40490,0.37000,0.36130,0.34450,0.34920,0.50220,0.48510,0.33520,0.34280,0.36390,0.00000,0.00000,0.36130,0.00000,0.46710,0.46710,0.35650,0.35650,0.36500,0.36500,0.37190,1.00000,0.00000,0.31660,0.00000,0.00000,0.34590,0.35600,0.38590,0.38590,0.00000,0.00000,0.36300,0.41640,0.52210,0.50970,0.39810,0.38410,0.37190,0.49260,0.47580,0.34180,0.36110,0.33900,0.00000,0.00000,0.00000,0.45400,0.45400,0.64930,0.64080,0.32750,0.00000,0.38030,0.39910,0.52740,0.50580
reference__8PMX-ASU0-VH_H-VL_L-Ag_A_B,reference_antigen,8PMX-ASU0-VH_H-VL_L-Ag_A_B,0.00000,0.00000,0.00000,0.33880,0.00000,0.00000,0.00000,0.00000,0.00000,0.50160,0.00000,0.33930,0.00000,0.38310,0.36010,0.39560,0.41290,0.00000,0.00000,0.00000,0.00000,0.34960,0.40640,0.36190,0.00000,0.00000,0.00000,0.00000,0.44750,0.44860,0.34290,0.54220,0.41230,0.00000,0.00000,0.38410,0.52480,0.52480,0.42670,0.46240,0.59590,0.54780,0.00000,0.00000,0.00000,0.00000,0.34290,0.95910,0.95910,0.00000,0.00000,0.00000,0.00000,0.42180,0.00000,0.00000,0.00000,0.00000,0.00000,0.39210,0.40300,0.47360,0.47270,0.00000,0.43340,0.43860,0.34830,0.34830,0.00000,0.00000,0.46370,0.34860,0.34860,0.00000,0.00000,0.00000,0.37990,0.37710,0.37470,0.37470,0.41270,0.35630,0.00000,0.00000,0.00000,0.35620,0.00000,0.00000,0.37180,0.43250,0.43750,0.40350,0.00000,0.00000,0.00000,0.00000,0.35740,0.00000,0.00000,0.38500,0.37160,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.33310,0.35650,0.35650,0.33310,0.35650,0.33090,0.33090,0.35910,0.35910,0.34490,0.50450,0.40390,0.36540,0.38430,0.38150,0.38470,0.41500,0.00000,0.37460,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39170,0.43770,0.00000,0.00000,0.35400,0.00000,0.40980,0.34530
reference__8RTF-ASU0-VHH_G-Ag_A_B,reference_antigen,8RTF-ASU0-VHH_G-Ag_A_B,0.55540,0.74080,0.00000,0.42290,0.68390,0.00000,0.32830,0.00000,0.43550,0.36830,0.00000,0.27160,0.00000,0.00000,0.35870,0.31770,0.00000,0.00000,0.33970,0.00000,0.31780,0.46530,0.26940,0.35230,0.31350,0.35780,0.32620,0.39510,0.00000,0.00000,0.30720,0.39950,0.00000,0.36760,0.37650,0.00000,0.00000,0.00000,0.00000,0.36940,0.00000,0.00000,0.00000,0.00000,0.41480,0.44160,0.42280,0.33020,0.33020,0.38090,0.38090,0.60870,0.60870,0.00000,0.42370,0.42180,0.35930,0.00000,0.00000,0.31200,0.46910,0.46910,0.46910,0.34080,0.00000,0.00000,0.54770,0.54770,0.33270,0.33270,0.32150,0.00000,0.00000,0.36760,0.56030,0.53150,0.37080,0.41700,0.40780,0.40170,0.32090,0.00000,0.00000,0.00000,0.35340,0.36790,0.40010,0.36750,0.31280,0.30350,0.28150,0.53420,0.00000,0.00000,0.36020,0.35760,0.55660,0.36050,0.00000,0.47590,0.31260,0.41100,0.41100,0.42460,0.42460,0.39900,0.39900,0.47140,0.31660,0.33310,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,0.31090,0.42180,0.35770,0.35770,0.34130,0.36760,0.35310,0.00000,0.37890,0.55510,0.42030,0.39950,0.00000,0.00000,0.00000,0.38130,0.38130,0.42660,0.00000,0.00000,0.55100,0.34630,0.00000,0.36100,0.00000
reference__8RTF-ASU0-VHH_I-Ag_C_D,reference_antigen,8RTF-ASU0-VHH_I-Ag_C_D,0.56070,0.63700,0.00000,0.41900,0.69130,0.00000,0.34630,0.35270,0.43480,0.38210,0.44620,0.26800,0.00000,0.00000,0.39990,0.31460,0.00000,0.00000,0.34790,0.00000,0.33620,0.59440,0.00000,0.35910,0.29830,0.28180,0.00000,0.39960,0.43570,0.00000,0.33380,0.39890,0.00000,0.30070,0.33290,0.00000,0.00000,0.00000,0.41300,0.37070,0.00000,0.00000,0.40500,0.40500,0.35810,0.44150,0.40760,0.34510,0.34510,0.41020,0.41020,0.61410,0.61410,0.00000,0.42560,0.42500,0.37060,0.00000,0.00000,0.30400,0.41260,0.41260,0.41260,0.35370,0.40990,0.00000,0.55010,0.55010,0.00000,0.00000,0.46920,0.36300,0.00000,0.36420,0.53750,0.53040,0.00000,0.00000,0.00000,0.00000,0.47480,0.00000,0.00000,0.00000,0.34020,0.43140,0.00000,0.33520,0.53340,0.30940,0.31060,0.52890,0.00000,0.00000,0.36090,0.35900,0.53230,0.34330,0.00000,0.59320,0.40050,0.36410,0.36410,0.32870,0.32870,0.36080,0.36080,0.46810,0.00000,0.35650,1.00000,1.00000,1.00000,0.99950,1.00000,1.00000,1.00000,1.00000,1.00000,0.27900,0.37850,0.35980,0.35980,0.34540,0.32440,0.35280,0.00000,0.00000,0.55790,0.42030,0.40470,0.00000,0.00000,0.00000,0.00000,0.00000,0.44910,0.00000,0.00000,0.56960,0.35180,0.00000,0.34920,0.00000
reference__8RTF-ASU0-VHH_J-Ag_C_D,reference_antigen,8RTF-ASU0-VHH_J-Ag_C_D,0.56070,0.63700,0.00000,0.41900,0.69130,0.00000,0.34630,0.35270,0.43480,0.38210,0.44620,0.26800,0.00000,0.00000,0.39990,0.31460,0.00000,0.00000,0.34790,0.00000,0.33620,0.59440,0.00000,0.35910,0.29830,0.28180,0.00000,0.39960,0.43570,0.00000,0.33380,0.39890,0.00000,0.30070,0.33290,0.00000,0.00000,0.00000,0.41300,0.37070,0.00000,0.00000,0.40500,0.40500,0.35810,0.44150,0.40760,0.34510,0.34510,0.41020,0.41020,0.61410,0.61410,0.00000,0.42560,0.42500,0.37060,0.00000,0.00000,0.30400,0.41260,0.41260,0.41260,0.35370,0.40990,0.00000,0.55010,0.55010,0.00000,0.00000,0.46920,0.36300,0.00000,0.36420,0.53750,0.53040,0.00000,0.00000,0.00000,0.00000,0.47480,0.00000,0.00000,0.00000,0.34020,0.43140,0.00000,0.33520,0.53340,0.30940,0.31060,0.52890,0.00000,0.00000,0.36090,0.35900,0.53230,0.34330,0.00000,0.59320,0.40050,0.36410,0.36410,0.32870,0.32870,0.36080,0.36080,0.46810,0.00000,0.35650,1.00000,1.00000,1.00000,0.99950,1.00000,1.00000,1.00000,1.00000,1.00000,0.27900,0.37850,0.35980,0.35980,0.34540,0.32440,0.35280,0.00000,0.00000,0.55790,0.42030,0.40470,0.00000,0.00000,0.00000,0.00000,0.00000,0.44910,0.00000,0.00000,0.56960,0.35180,0.00000,0.34920,0.00000
reference__8RTF-ASU2-VHH_G-Ag_A_F,reference_antigen,8RTF-ASU2-VHH_G-Ag_A_F,0.55540,0.73450,0.00000,0.42290,0.63540,0.00000,0.32830,0.00000,0.43550,0.36830,0.00000,0.28430,0.00000,0.00000,0.38000,0.31770,0.00000,0.00000,0.33970,0.00000,0.31340,0.47350,0.26940,0.35220,0.30130,0.35920,0.32210,0.39510,0.00000,0.00000,0.30720,0.39950,0.00000,0.36130,0.35140,0.00000,0.00000,0.00000,0.00000,0.36940,0.00000,0.00000,0.00000,0.00000,0.36620,0.44160,0.42280,0.33020,0.33020,0.43150,0.43150,0.60870,0.60870,0.00000,0.42370,0.42180,0.34040,0.00000,0.00000,0.31200,0.46910,0.46910,0.46910,0.00000,0.00000,0.00000,0.54770,0.54770,0.35400,0.35400,0.32150,0.00000,0.00000,0.37540,0.56030,0.52950,0.37080,0.41700,0.40780,0.40170,0.30650,0.00000,0.00000,0.00000,0.34720,0.36640,0.40010,0.38070,0.31280,0.30350,0.28150,0.52400,0.00000,0.00000,0.35100,0.42650,0.55360,0.36050,0.31900,0.45680,0.31260,0.41100,0.41100,0.42460,0.42460,0.35310,0.35310,0.47140,0.34590,0.33310,1.00000,0.99950,0.99950,1.00000,0.99870,1.00000,1.00000,0.99940,0.99940,0.31090,0.42180,0.35890,0.35890,0.34130,0.39580,0.38270,0.00000,0.37890,0.55510,0.42030,0.39950,0.00000,0.42930,0.42930,0.38670,0.38670,0.42660,0.00000,0.27630,0.55100,0.34630,0.00000,0.35660,0.00000
reference__8RTF-ASU2-VHH_K-Ag_C_E,reference_antigen,8RTF-ASU2-VHH_K-Ag_C_E,0.56070,0.73650,0.00000,0.41900,0.64540,0.00000,0.36360,0.00000,0.43480,0.36320,0.44620,0.28700,0.33480,0.00000,0.35470,0.00000,0.00000,0.00000,0.34790,0.00000,0.30950,0.59440,0.00000,0.35890,0.27580,0.34890,0.00000,0.39960,0.00000,0.00000,0.33380,0.39890,0.00000,0.39070,0.38570,0.00000,0.00000,0.00000,0.00000,0.35860,0.00000,0.00000,0.00000,0.00000,0.43960,0.41010,0.40760,0.34360,0.34360,0.41020,0.41020,0.56780,0.56780,0.00000,0.50750,0.42500,0.00000,0.00000,0.00000,0.29070,0.46600,0.46600,0.46600,0.35370,0.00000,0.00000,0.55010,0.55010,0.00000,0.00000,0.44730,0.00000,0.00000,0.36420,0.53660,0.53040,0.00000,0.00000,0.00000,0.00000,0.47480,0.00000,0.00000,0.00000,0.34050,0.36400,0.41960,0.30850,0.31360,0.30940,0.30680,0.53380,0.00000,0.00000,0.36150,0.35900,0.52940,0.31420,0.31230,0.48170,0.40050,0.32700,0.32700,0.31940,0.31940,0.44930,0.44930,0.46810,0.35600,0.35650,1.00000,1.00000,1.00000,0.99870,1.00000,1.00000,1.00000,1.00000,1.00000,0.27900,0.37370,0.33710,0.33710,0.33610,0.31520,0.35230,0.00000,0.00000,0.55650,0.42030,0.55940,0.00000,0.00000,0.00000,0.00000,0.00000,0.34700,0.00000,0.00000,0.52610,0.34200,0.00000,0.34920,0.00000
reference__8RVR-ASU0-VHH_G-Ag_A_B,reference_antigen,8RVR-ASU0-VHH_G-Ag_A_B,0.56030,0.73830,0.00000,0.42290,0.65210,0.00000,0.31910,0.00000,0.43520,0.38090,0.46960,0.27480,0.33400,0.00000,0.00000,0.00000,0.00000,0.00000,0.40530,0.00000,0.32510,0.58170,0.30960,0.35320,0.32550,0.35630,0.32570,0.39680,0.00000,0.00000,0.33550,0.39990,0.00000,0.39990,0.37850,0.00000,0.00000,0.00000,0.00000,0.35100,0.00000,0.00000,0.00000,0.00000,0.41770,0.43740,0.37150,0.33570,0.33570,0.00000,0.00000,0.60780,0.60780,0.00000,0.42340,0.42260,0.00000,0.00000,0.00000,0.31000,0.47070,0.47070,0.47070,0.35610,0.47150,0.41970,0.54810,0.54810,0.00000,0.00000,0.32060,0.00000,0.00000,0.37370,0.46360,0.52990,0.40420,0.00000,0.40270,0.00000,0.47400,0.00000,0.00000,0.00000,0.35800,0.36810,0.38480,0.30870,0.52000,0.29900,0.34570,0.52890,0.00000,0.00000,0.35990,0.35880,0.55260,0.34090,0.36060,0.49570,0.40360,0.37620,0.37620,0.38080,0.38080,0.41040,0.41040,0.47160,0.38590,0.33090,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,0.51320,0.37190,0.36110,0.36110,0.35050,0.33970,0.35630,0.00000,0.38230,0.55740,0.41820,0.39970,0.00000,0.00000,0.00000,0.37400,0.37400,0.38520,0.38170,0.00000,0.55020,0.35440,0.00000,0.36160,0.00000
reference__8RVR-ASU0-VHH_H-Ag_A_B,reference_antigen,8RVR-ASU0-VHH_H-Ag_A_B,0.56030,0.73830,0.00000,0.42290,0.65210,0.00000,0.31910,0.00000,0.43520,0.38090,0.46960,0.27480,0.33400,0.00000,0.00000,0.00000,0.00000,0.00000,0.40530,0.00000,0.32510,0.58170,0.30960,0.35320,0.32550,0.35630,0.32570,0.39680,0.00000,0.00000,0.33550,0.39990,0.00000,0.39990,0.37850,0.00000,0.00000,0.00000,0.00000,0.35100,0.00000,0.00000,0.00000,0.00000,0.41770,0.43740,0.37150,0.33570,0.33570,0.00000,0.00000,0.60780,0.60780,0.00000,0.42340,0.42260,0.00000,0.00000,0.00000,0.31000,0.47070,0.47070,0.47070,0.35610,0.47150,0.41970,0.54810,0.54810,0.00000,0.00000,0.32060,0.00000,0.00000,0.37370,0.46360,0.52990,0.40420,0.00000,0.40270,0.00000,0.47400,0.00000,0.00000,0.00000,0.35800,0.36810,0.38480,0.30870,0.52000,0.29900,0.34570,0.52890,0.00000,0.00000,0.35990,0.35880,0.55260,0.34090,0.36060,0.49570,0.40360,0.37620,0.37620,0.38080,0.38080,0.41040,0.41040,0.47160,0.38590,0.33090,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,0.51320,0.37190,0.36110,0.36110,0.35050,0.33970,0.35630,0.00000,0.38230,0.55740,0.41820,0.39970,0.00000,0.00000,0.00000,0.37400,0.37400,0.38520,0.38170,0.00000,0.55020,0.35440,0.00000,0.36160,0.00000
reference__8RVR-ASU0-VHH_I-Ag_C_D,reference_antigen,8RVR-ASU0-VHH_I-Ag_C_D,0.56070,0.63770,0.00000,0.41870,0.69540,0.35090,0.32290,0.34190,0.43200,0.39630,0.00000,0.00000,0.34430,0.00000,0.35840,0.31930,0.00000,0.00000,0.34770,0.00000,0.33070,0.59520,0.27400,0.36030,0.34420,0.30720,0.37870,0.39490,0.40870,0.00000,0.33730,0.39800,0.39280,0.00000,0.39890,0.39960,0.00000,0.00000,0.40780,0.40560,0.00000,0.00000,0.00000,0.00000,0.42220,0.44110,0.42170,0.34730,0.34730,0.41260,0.41260,0.61940,0.61940,0.53970,0.42770,0.42650,0.00000,0.00000,0.00000,0.32930,0.36150,0.40440,0.39200,0.35750,0.50690,0.00000,0.55310,0.55310,0.00000,0.00000,0.32380,0.33160,0.33160,0.36950,0.48940,0.48840,0.40680,0.40120,0.41410,0.40960,0.47520,0.00000,0.00000,0.00000,0.33310,0.35750,0.00000,0.29920,0.31340,0.30650,0.29900,0.52710,0.00000,0.00000,0.35670,0.35920,0.53300,0.34740,0.00000,0.51520,0.32970,0.36640,0.36640,0.42230,0.42230,0.33140,0.33140,0.35210,0.00000,0.35910,1.00000,1.00000,1.00000,0.99940,1.00000,1.00000,1.00000,1.00000,1.00000,0.29940,0.42320,0.36280,0.36280,0.36270,0.33930,0.35660,0.00000,0.40750,0.55780,0.42350,0.45960,0.00000,0.00000,0.00000,0.38200,0.38200,0.44980,0.00000,0.00000,0.55210,0.34300,0.00000,0.38120,0.38870
reference__8RVR-ASU0-VHH_J-Ag_C_D,reference_antigen,8RVR-ASU0-VHH_J-Ag_C_D,0.56070,0.63770,0.00000,0.41870,0.69540,0.35090,0.32290,0.34190,0.43200,0.39630,0.00000,0.00000,0.34430,0.00000,0.35840,0.31930,0.00000,0.00000,0.34770,0.00000,0.33070,0.59520,0.27400,0.36030,0.34420,0.30720,0.37870,0.39490,0.40870,0.00000,0.33730,0.39800,0.39280,0.00000,0.39890,0.39960,0.00000,0.00000,0.40780,0.40560,0.00000,0.00000,0.00000,0.00000,0.42220,0.44110,0.42170,0.34730,0.34730,0.41260,0.41260,0.61940,0.61940,0.53970,0.42770,0.42650,0.00000,0.00000,0.00000,0.32930,0.36150,0.40440,0.39200,0.35750,0.50690,0.00000,0.55310,0.55310,0.00000,0.00000,0.32380,0.33160,0.33160,0.36950,0.48940,0.48840,0.40680,0.40120,0.41410,0.40960,0.47520,0.00000,0.00000,0.00000,0.33310,0.35750,0.00000,0.29920,0.31340,0.30650,0.29900,0.52710,0.00000,0.00000,0.35670,0.35920,0.53300,0.34740,0.00000,0.51520,0.32970,0.36640,0.36640,0.42230,0.42230,0.33140,0.33140,0.35210,0.00000,0.35910,1.00000,1.00000,1.00000,0.99940,1.00000,1.00000,1.00000,1.00000,1.00000,0.29940,0.42320,0.36280,0.36280,0.36270,0.33930,0.35660,0.00000,0.40750,0.55780,0.42350,0.45960,0.00000,0.00000,0.00000,0.38200,0.38200,0.44980,0.00000,0.00000,0.55210,0.34300,0.00000,0.38120,0.38870
reference__8SFZ-ASU0-VHH_B-Ag_D_F,reference_antigen,8SFZ-ASU0-VHH_B-Ag_D_F,0.33080,0.00000,0.00000,0.36670,0.00000,0.00000,0.00000,0.00000,0.00000,0.48410,0.51870,0.00000,0.35230,0.00000,0.42920,0.00000,0.39140,0.31840,0.34990,0.34470,0.38010,0.29160,0.40880,0.35880,0.31860,0.00000,0.47240,0.00000,0.44440,0.41480,0.41800,0.47060,0.48190,0.35800,0.00000,0.60880,0.44970,0.44970,0.47350,0.30740,0.44630,0.44540,0.00000,0.00000,0.00000,0.00000,0.47360,0.35950,0.35950,0.00000,0.00000,0.00000,0.00000,0.59670,0.00000,0.00000,0.37870,0.00000,0.00000,0.41310,0.45980,0.59440,0.59120,0.00000,0.59680,0.59930,0.36400,0.36400,0.00000,0.00000,0.49930,0.44350,0.44680,0.00000,0.38350,0.28950,0.42350,0.42370,0.42510,0.42510,0.31510,0.59320,0.00000,0.00000,0.00000,0.43950,0.00000,0.00000,0.94830,0.47170,0.37450,0.33150,0.47860,0.47810,0.00000,0.00000,0.33100,0.35830,0.36490,0.34520,0.94960,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36300,0.34490,0.31090,0.27900,0.27900,0.31090,0.27900,0.51320,0.51320,0.29940,0.29940,1.00000,0.45060,0.44520,0.38210,0.00000,0.00000,0.00000,0.35770,0.46160,0.33020,0.00000,0.33070,0.00000,0.00000,0.00000,0.00000,0.00000,0.49410,0.60960,0.00000,0.00000,0.32340,0.00000,0.45440,0.43110
reference__8TEA-ASU0-VH_F-VL_I-Ag_C_D,reference_antigen,8TEA-ASU0-VH_F-VL_I-Ag_C_D,0.36430,0.42900,0.00000,0.41950,0.00000,0.40430,0.44290,0.46000,0.49010,0.41370,0.40940,0.00000,0.47070,0.42840,0.50000,0.36540,0.59070,0.00000,0.47470,0.35660,0.43280,0.00000,0.45870,0.48780,0.53980,0.00000,0.00000,0.00000,0.00000,0.47890,0.00000,0.43680,0.32240,0.00000,0.00000,0.50000,0.51890,0.51890,0.00000,0.56360,0.53990,0.48780,0.00000,0.00000,0.00000,0.00000,0.46820,0.38960,0.38960,0.00000,0.00000,0.00000,0.00000,0.47190,0.32360,0.31880,0.00000,0.46030,0.38040,0.34100,0.00000,0.32820,0.00000,0.00000,0.42050,0.00000,0.40690,0.40690,0.00000,0.00000,0.45140,0.53160,0.52350,0.52420,0.38240,0.39040,0.56690,0.58330,0.58090,0.56530,0.40550,0.00000,0.00000,0.00000,0.00000,0.33620,0.37720,0.00000,0.47140,0.43300,0.42400,0.39090,0.00000,0.00000,0.00000,0.00000,0.40450,0.41260,0.42150,0.42680,0.47990,0.51030,0.51030,0.40700,0.40700,0.47270,0.47270,0.42940,0.41640,0.50450,0.42180,0.37850,0.37850,0.42180,0.37370,0.37190,0.37190,0.42320,0.42320,0.45060,1.00000,0.00000,0.00000,0.45150,0.46600,0.48640,0.00000,0.61980,0.41560,0.00000,0.39080,0.00000,0.00000,0.00000,0.45550,0.45550,0.50730,0.37400,0.00000,0.40050,0.39880,0.00000,0.40250,0.36290
