Yeast_ORF,Human_ENSP,Human_Entrez,Human_Symbol,Human_GeneDescription,Final CompStatus,Final ToxStatus,Tet-down CompStatus,TS CompStatus,MM CompStatus,Tetrad CompStatus,Assay CompStatus,Lit CompStatus,Literature PMID,resolved_ensembl_gene_id,mapping_status,opentargets_status,ot_n_associated_diseases_total,ot_top_diseases,ot_top_datatypes,ot_top_datasources,disease_relevance_paragraph,opentargets_target_url,mapping_source_url,subcellular_localisation,opentargets_query_ok,notes
YGR211W,ENSP00000227322,8882,ZPR1,ZPR1 zinc finger,Complement,,Complement,,,,Complement,,,ENSG00000109917,OK,OK,119.0,coronary artery disease (0.498); familial hyperlipidemia (0.490); metabolic disease (0.490),genetic_association (2.408); literature (0.475),gwas_credible_sets (2.408); europepmc (0.475),ZPR1 shows the strongest Open Targets disease associations with coronary artery disease (score 0.498) and familial hyperlipidemia (score 0.490). Evidence is driven primarily by genetic_association and literature. Top contributing sources include gwas_credible_sets and europepmc.,https://platform.opentargets.org/target/ENSG00000109917,https://mygene.info/v3/gene/8882,nucleus; nucleoplasm; nucleolus; cytoplasm; Cajal body,True,
YGR253C,ENSP00000271308,5686,PSMA5,"proteasome (prosome, macropain) subunit, alpha type, 5",Complement,,,,Complement,,Complement,,,ENSG00000143106,OK,OK,185.0,HIV infection (0.462); glioblastoma multiforme (0.296); Varicose veins (0.167),affected_pathway (0.760); literature (0.615),reactome (0.760); europepmc (0.615),PSMA5 shows the strongest Open Targets disease associations with HIV infection (score 0.462) and glioblastoma multiforme (score 0.296). Evidence is driven primarily by affected_pathway and literature. Top contributing sources include reactome and europepmc.,https://platform.opentargets.org/target/ENSG00000143106,https://mygene.info/v3/gene/5686,proteasome complex; extracellular region; nucleus; nucleoplasm; cytoplasm,True,
YGR280C,ENSP00000318966,54984,PINX1,"PIN2/TERF1 interacting, telomerase inhibitor 1",Complement,,Complement,,Complement,,Complement,Complement,12107183,ENSG00000258724,OK,OK,97.0,neurodegenerative disease (0.297); breast cancer (0.099); non-small cell lung carcinoma (0.098),literature (1.624); affected_pathway (0.488),europepmc (1.624); crispr_screen (0.488),PINX1 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.297) and breast cancer (score 0.099). Evidence is driven primarily by literature and affected_pathway. Top contributing sources include europepmc and crispr_screen.,https://platform.opentargets.org/target/ENSG00000258724,https://mygene.info/v3/gene/54984,"nuclear chromosome; kinetochore; chromosome, telomeric region; nucleus; nucleoplasm",True,
YHR007C,ENSP00000003100,1595,CYP51A1,"cytochrome P450, family 51, subfamily A, polypeptide 1",Complement,,,Complement,Complement,,Complement,,,ENSG00000001630,OK,OK,475.0,Developmental cataract (0.398); cataract (0.370); Prolonged QT interval (0.346),genetic_literature (1.216); genetic_association (0.752),gene2phenotype (1.216); eva (0.752),CYP51A1 shows the strongest Open Targets disease associations with Developmental cataract (score 0.398) and cataract (score 0.370). Evidence is driven primarily by genetic_literature and genetic_association. Top contributing sources include gene2phenotype and eva.,https://platform.opentargets.org/target/ENSG00000001630,https://mygene.info/v3/gene/1595,endoplasmic reticulum membrane; membrane,True,
YHR068W,ENSP00000210060,1725,DHPS,deoxyhypusine synthase,Complement,,,,Complement,Complement,Complement,,,ENSG00000095059,OK,OK,288.0,syndromic intellectual disability (0.683); familial hypercholesterolemia (0.467); Global developmental delay (0.465),genetic_association (1.430); genetic_literature (1.368),genomics_england (1.368); eva (0.829),DHPS shows the strongest Open Targets disease associations with syndromic intellectual disability (score 0.683) and familial hypercholesterolemia (score 0.467). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include genomics_england and eva.,https://platform.opentargets.org/target/ENSG00000095059,https://mygene.info/v3/gene/1725,cytoplasm; cytosol,True,
YHR070W,ENSP00000261249,57570,TRMT5,tRNA methyltransferase 5,Complement,,,,Complement,,Complement,,,ENSG00000126814,OK,OK,46.0,Combined oxidative phosphorylation defect type 26 (0.769); neurodegenerative disease (0.503); mitochondrial disease (0.370),genetic_literature (1.455); affected_pathway (0.827),genomics_england (0.907); eva (0.846),TRMT5 shows the strongest Open Targets disease associations with Combined oxidative phosphorylation defect type 26 (score 0.769) and neurodegenerative disease (score 0.503). Evidence is driven primarily by genetic_literature and affected_pathway. Top contributing sources include genomics_england and eva.,https://platform.opentargets.org/target/ENSG00000126814,https://mygene.info/v3/gene/57570,nucleus; cytoplasm; mitochondrion; mitochondrial matrix,True,
YHR072W,ENSP00000348762,4047,LSS,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)",Complement,,Complement,,Complement,Complement,Complement,Complement,11074001,ENSG00000160285,OK,OK,283.0,Total congenital cataract (0.733); Alopecia-intellectual disability syndrome (0.731); hypotrichosis (0.710),genetic_association (2.524); genetic_literature (1.925),eva (2.548); uniprot_variants (2.520),LSS shows the strongest Open Targets disease associations with Total congenital cataract (score 0.733) and Alopecia-intellectual disability syndrome (score 0.731). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and uniprot_variants.,https://platform.opentargets.org/target/ENSG00000160285,https://mygene.info/v3/gene/4047,endoplasmic reticulum membrane; lipid droplet; membrane; cytoplasmic side of endoplasmic reticulum membrane,True,
YHR088W,ENSP00000359688,80135,RPF1,ribosome production factor 1 homolog (S. cerevisiae),Complement,Toxic,,Complement,Non complement,,Complement,,,ENSG00000117133,OK,OK,14.0,neurodegenerative disease (0.412); asthma (0.259); infection (0.006),affected_pathway (0.678); genetic_association (0.427),crispr_screen (0.678); gwas_credible_sets (0.427),RPF1 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.412) and asthma (score 0.259). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include crispr_screen and gwas_credible_sets.,https://platform.opentargets.org/target/ENSG00000117133,https://mygene.info/v3/gene/80135,"nucleolus; preribosome, large subunit precursor",True,
YHR164C,ENSP00000382133,1763,DNA2,DNA replication helicase/nuclease 2,Complement,,,Complement,Non complement,,Complement,Complement,15282207,ENSG00000138346,OK,OK,103.0,mitochondrial DNA deletion syndrome with progressive myopathy (0.804); Seckel syndrome 8 (0.687); cancer (0.549),genetic_association (1.634); genetic_literature (1.591),genomics_england (1.764); eva (1.635),DNA2 shows the strongest Open Targets disease associations with mitochondrial DNA deletion syndrome with progressive myopathy (score 0.804) and Seckel syndrome 8 (score 0.687). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include genomics_england and eva.,https://platform.opentargets.org/target/ENSG00000138346,https://mygene.info/v3/gene/1763,"chromosome, telomeric region; nucleus; nucleoplasm; cytoplasm; mitochondrion",True,
YHR170W,ENSP00000417559,51068,NMD3,NMD3 ribosome export adaptor,Complement,,Non complement,Non complement,Complement,,Complement,Complement,12773398,ENSG00000169251,OK,OK,87.0,neurodegenerative disease (0.479); prostate cancer (0.111); Familial prostate cancer (0.111),affected_pathway (0.787); somatic_mutation (0.365),crispr_screen (0.787); eva_somatic (0.365),NMD3 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.479) and prostate cancer (score 0.111). Evidence is driven primarily by affected_pathway and somatic_mutation. Top contributing sources include crispr_screen and eva_somatic.,https://platform.opentargets.org/target/ENSG00000169251,https://mygene.info/v3/gene/51068,nucleus; nucleoplasm; nucleolus; cytoplasm; membrane,True,
YIL075C,ENSP00000309474,5707,PSMD1,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1",Complement,,,,Complement,,Complement,Complement,8816993,ENSG00000173692,OK,OK,221.0,HIV infection (0.462); neurodegenerative disease (0.390); Hirsutism (0.349),affected_pathway (1.401); genetic_association (0.575),reactome (0.760); crispr_screen (0.641),PSMD1 shows the strongest Open Targets disease associations with HIV infection (score 0.462) and neurodegenerative disease (score 0.390). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include reactome and crispr_screen.,https://platform.opentargets.org/target/ENSG00000173692,https://mygene.info/v3/gene/5707,proteasome complex; extracellular region; nucleus; nucleoplasm; cytosol,True,
YIL083C,ENSP00000361642,79717,PPCS,phosphopantothenoylcysteine synthetase,Complement,,,,Complement,,Complement,,,ENSG00000127125,OK,OK,29.0,dilated cardiomyopathy (0.687); neurodegenerative disease (0.563); lysosomal storage disease (0.370),affected_pathway (1.534); genetic_association (0.819),crispr_screen (1.534); uniprot_variants (0.827),PPCS shows the strongest Open Targets disease associations with dilated cardiomyopathy (score 0.687) and neurodegenerative disease (score 0.563). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include crispr_screen and uniprot_variants.,https://platform.opentargets.org/target/ENSG00000127125,https://mygene.info/v3/gene/79717,nucleus; cytoplasm; cytosol,True,
YIL104C,ENSP00000315182,55164,SHQ1,"SHQ1, H/ACA ribonucleoprotein assembly factor",Complement,,,,Complement,,Complement,,,ENSG00000144736,OK,OK,50.0,"neurodevelopmental disorder with dystonia and seizures (0.753); dystonia 28, childhood-onset (0.667); type 2 diabetes mellitus (0.424)",genetic_association (2.164); genetic_literature (1.630),genomics_england (1.734); eva (1.441),"SHQ1 shows the strongest Open Targets disease associations with neurodevelopmental disorder with dystonia and seizures (score 0.753) and dystonia 28, childhood-onset (score 0.667). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include genomics_england and eva.",https://platform.opentargets.org/target/ENSG00000144736,https://mygene.info/v3/gene/55164,nucleoplasm; nucleolus; cytoplasm; cytosol; Cajal body,True,
YJL002C,ENSP00000296255,6184,RPN1,ribophorin I,Complement,,Non complement,Complement,Non complement,,Complement,,,ENSG00000163902,OK,OK,188.0,COVID-19 (0.450); aging (0.385); severe acute respiratory syndrome (0.323),genetic_association (1.695); affected_pathway (0.608),gwas_credible_sets (1.695); reactome (0.608),RPN1 shows the strongest Open Targets disease associations with COVID-19 (score 0.450) and aging (score 0.385). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include gwas_credible_sets and reactome.,https://platform.opentargets.org/target/ENSG00000163902,https://mygene.info/v3/gene/6184,endoplasmic reticulum; endoplasmic reticulum membrane; rough endoplasmic reticulum; cytosol; oligosaccharyltransferase complex,True,
YJL050W,ENSP00000230640,23517,SKIV2L2,superkiller viralicidic activity 2-like 2 (S. cerevisiae),Complement,,,Complement,Non complement,,Complement,,,ENSG00000039123,OK,OK,26.0,marfanoid habitus and intellectual disability (0.118); hepatocellular carcinoma (0.077); cancer (0.043),literature (0.984); genetic_association (0.195),europepmc (0.984); eva (0.195),SKIV2L2 shows the strongest Open Targets disease associations with marfanoid habitus and intellectual disability (score 0.118) and hepatocellular carcinoma (score 0.077). Evidence is driven primarily by literature and genetic_association. Top contributing sources include europepmc and eva.,https://platform.opentargets.org/target/ENSG00000039123,https://mygene.info/v3/gene/23517,nuclear exosome (RNase complex); exosome (RNase complex); nucleus; nucleoplasm; spliceosomal complex,True,
YJL104W,ENSP00000459955,51025,PAM16,presequence translocase-associated motor 16 homolog (S. cerevisiae),Complement,,,,Complement,,Complement,,,ENSG00000217930,OK,OK,52.0,"autosomal recessive spondylometaphyseal dysplasia, Megarbane type (0.582); Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type (0.536); nephronophthisis (0.415)",genetic_association (2.015); genetic_literature (0.983),eva (2.050); orphanet (1.216),"PAM16 shows the strongest Open Targets disease associations with autosomal recessive spondylometaphyseal dysplasia, Megarbane type (score 0.582) and Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type (score 0.536). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and orphanet.",https://platform.opentargets.org/target/ENSG00000217930,https://mygene.info/v3/gene/51025,"PAM complex, Tim23 associated import motor; mitochondrion; mitochondrial inner membrane; TIM23 mitochondrial import inner membrane translocase complex; mitochondrial matrix",True,
YJR006W,ENSP00000386105,5425,POLD2,"polymerase (DNA directed), delta 2, accessory subunit",Complement,,,Non complement,Complement,Complement,Complement,,,ENSG00000106628,OK,OK,306.0,acute myeloid leukemia (0.600); acute lymphoblastic leukemia (0.598); chronic lymphocytic leukemia (0.589),known_drug (2.935); literature (0.061),chembl (2.935); europepmc (0.061),POLD2 shows the strongest Open Targets disease associations with acute myeloid leukemia (score 0.600) and acute lymphoblastic leukemia (score 0.598). Evidence is driven primarily by known_drug and literature. Top contributing sources include chembl and europepmc.,https://platform.opentargets.org/target/ENSG00000106628,https://mygene.info/v3/gene/5425,nucleus; nucleoplasm; zeta DNA polymerase complex; delta DNA polymerase complex,True,
YJR017C,ENSP00000247970,5300,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",Complement,,,Complement,Complement,,Complement,Complement,11118437,ENSG00000127445,OK,OK,445.0,"Abnormality of the skeletal system (0.254); osteoarthritis, knee (0.229); osteoarthritis, hip (0.229)",genetic_association (1.170),gwas_credible_sets (1.170),"PIN1 shows the strongest Open Targets disease associations with Abnormality of the skeletal system (score 0.254) and osteoarthritis, knee (score 0.229). Evidence is driven primarily by genetic_association. Top contributing sources include gwas_credible_sets.",https://platform.opentargets.org/target/ENSG00000127445,https://mygene.info/v3/gene/5300,nucleus; nucleoplasm; cytoplasm; cytosol; nuclear speck,True,
YJR123W,ENSP00000471388,6193,RPS5,ribosomal protein S5,Complement,Toxic,Complement,,,,Complement,,,ENSG00000083845,OK,OK,97.0,Duchenne muscular dystrophy (0.504); influenza (0.462); cystic fibrosis (0.380),known_drug (1.453); affected_pathway (0.760),chembl (1.453); reactome (0.760),RPS5 shows the strongest Open Targets disease associations with Duchenne muscular dystrophy (score 0.504) and influenza (score 0.462). Evidence is driven primarily by known_drug and affected_pathway. Top contributing sources include chembl and reactome.,https://platform.opentargets.org/target/ENSG00000083845,https://mygene.info/v3/gene/6193,nucleoplasm; nucleolus; cytoplasm; endoplasmic reticulum; cytosol,True,
YKL024C,ENSP00000360939,51727,CMPK1,"cytidine monophosphate (UMP-CMP) kinase 1, cytosolic",Complement,,,Complement,,,Complement,,,ENSG00000162368,OK,OK,1667.0,Alzheimer disease (0.283); Parkinson disease (0.275); neurodegenerative disease (0.272),affected_pathway (1.329); literature (0.728),crispr_screen (1.329); europepmc (0.728),CMPK1 shows the strongest Open Targets disease associations with Alzheimer disease (score 0.283) and Parkinson disease (score 0.275). Evidence is driven primarily by affected_pathway and literature. Top contributing sources include crispr_screen and europepmc.,https://platform.opentargets.org/target/ENSG00000162368,https://mygene.info/v3/gene/51727,nucleus; nucleoplasm; cytoplasm; cytosol; extracellular exosome,True,
YKL035W,ENSP00000411803,7360,UGP2,UDP-glucose pyrophosphorylase 2,Complement,,Complement,,Complement,,Complement,,,ENSG00000169764,OK,OK,93.0,"developmental and epileptic encephalopathy, 83 (0.684); Epileptic encephalopathy (0.372); skin infection (0.319)",genetic_literature (1.377); genetic_association (1.185),gene2phenotype (1.216); genomics_england (0.827),"UGP2 shows the strongest Open Targets disease associations with developmental and epileptic encephalopathy, 83 (score 0.684) and Epileptic encephalopathy (score 0.372). Evidence is driven primarily by genetic_literature and genetic_association. Top contributing sources include gene2phenotype and genomics_england.",https://platform.opentargets.org/target/ENSG00000169764,https://mygene.info/v3/gene/7360,nucleus; cytoplasm; cytosol; extracellular exosome,True,
YKL145W,ENSP00000391211,5701,PSMC2,"proteasome (prosome, macropain) 26S subunit, ATPase, 2",Complement,,,Complement,Complement,Complement,Complement,,,ENSG00000161057,OK,OK,104.0,HIV infection (0.462); ovarian neoplasm (0.319); neurodegenerative disease (0.172),affected_pathway (1.042); genetic_association (0.524),reactome (0.760); gwas_credible_sets (0.524),PSMC2 shows the strongest Open Targets disease associations with HIV infection (score 0.462) and ovarian neoplasm (score 0.319). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include reactome and gwas_credible_sets.,https://platform.opentargets.org/target/ENSG00000161057,https://mygene.info/v3/gene/5701,proteasome complex; P-body; extracellular region; nucleus; nucleoplasm,True,
YKL193C,ENSP00000385657,5510,PPP1R7,"protein phosphatase 1, regulatory subunit 7",Complement,,,,Complement,,Complement,,,ENSG00000115685,OK,OK,29.0,prostate carcinoma (0.299); neurodegenerative disease (0.201); cornea transplantation (0.089),genetic_association (0.637); affected_pathway (0.330),gwas_credible_sets (0.637); crispr_screen (0.330),PPP1R7 shows the strongest Open Targets disease associations with prostate carcinoma (score 0.299) and neurodegenerative disease (score 0.201). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include gwas_credible_sets and crispr_screen.,https://platform.opentargets.org/target/ENSG00000115685,https://mygene.info/v3/gene/5510,nucleus; chromosome; cytoplasm; extracellular exosome,True,
YKR038C,ENSP00000206542,55644,OSGEP,O-sialoglycoprotein endopeptidase,Complement,,,,Complement,,Complement,,,ENSG00000291794,OK,OT_NO_DATA,,,,,Open Targets does not report target–disease associations for OSGEP in the queried dataset.,https://platform.opentargets.org/target/ENSG00000291794,https://mygene.info/v3/gene/55644,EKC/KEOPS complex; nucleus; nucleoplasm; cytoplasm; cytosol,False,
YKR071C,ENSP00000377914,57019,CIAPIN1,cytokine induced apoptosis inhibitor 1,Complement,,,,Complement,Complement,Complement,,,ENSG00000005194,OK,OK,112.0,neurodegenerative disease (0.513); coronary atherosclerosis (0.200); cholangiocarcinoma (0.093),affected_pathway (0.843); literature (0.764),crispr_screen (0.843); europepmc (0.764),CIAPIN1 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.513) and coronary atherosclerosis (score 0.200). Evidence is driven primarily by affected_pathway and literature. Top contributing sources include crispr_screen and europepmc.,https://platform.opentargets.org/target/ENSG00000005194,https://mygene.info/v3/gene/57019,nucleus; nucleoplasm; nucleolus; cytoplasm; mitochondrion,True,
YKR079C,ENSP00000337445,60528,ELAC2,elaC ribonuclease Z 2,Complement,Toxic,,,Complement,,Complement,Non complement,15892892,ENSG00000006744,OK,OK,114.0,"combined oxidative phosphorylation defect type 17 (0.814); prostate cancer, hereditary, 2 (0.732); genetic disorder (0.496)",genetic_association (2.619); genetic_literature (1.435),eva (2.629); uniprot_variants (1.747),"ELAC2 shows the strongest Open Targets disease associations with combined oxidative phosphorylation defect type 17 (score 0.814) and prostate cancer, hereditary, 2 (score 0.732). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and uniprot_variants.",https://platform.opentargets.org/target/ENSG00000006744,https://mygene.info/v3/gene/60528,nucleus; nucleoplasm; mitochondrion; mitochondrial matrix; cytosol,True,
YKR081C,ENSP00000402338,84154,RPF2,ribosome production factor 2 homolog (S. cerevisiae),Complement,,,,Complement,Complement,Complement,,,ENSG00000197498,OK,OK,22.0,neurodegenerative disease (0.479); Hypercholesterolemia (0.305); colorectal carcinoma (0.079),affected_pathway (0.788); literature (0.648),crispr_screen (0.788); europepmc (0.648),RPF2 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.479) and Hypercholesterolemia (score 0.305). Evidence is driven primarily by affected_pathway and literature. Top contributing sources include crispr_screen and europepmc.,https://platform.opentargets.org/target/ENSG00000197498,https://mygene.info/v3/gene/84154,chromosome; nucleolus,True,
YLL031C,ENSP00000367880,84720,PIGO,"phosphatidylinositol glycan anchor biosynthesis, class O",Complement,Toxic,,Complement,Non complement,Non complement,Complement,,,ENSG00000165282,OK,OK,60.0,hyperphosphatasia-intellectual disability syndrome (0.706); Disorder of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation (0.503); genetic disorder (0.416),genetic_association (1.557); genetic_literature (1.435),eva (1.623); genomics_england (1.435),PIGO shows the strongest Open Targets disease associations with hyperphosphatasia-intellectual disability syndrome (score 0.706) and Disorder of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation (score 0.503). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and genomics_england.,https://platform.opentargets.org/target/ENSG00000165282,https://mygene.info/v3/gene/84720,endoplasmic reticulum membrane; membrane,True,
YLR022C,ENSP00000246868,51119,SBDS,Shwachman-Bodian-Diamond syndrome,Complement,,,Complement,Non complement,,Complement,Non complement,16529906,ENSG00000126524,OK,OK,183.0,Shwachman-Diamond syndrome (0.844); Shwachman-Diamond syndrome 1 (0.651); aplastic anemia (0.567),genetic_association (1.834); genetic_literature (1.713),genomics_england (1.880); eva (1.864),SBDS shows the strongest Open Targets disease associations with Shwachman-Diamond syndrome (score 0.844) and Shwachman-Diamond syndrome 1 (score 0.651). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include genomics_england and eva.,https://platform.opentargets.org/target/ENSG00000126524,https://mygene.info/v3/gene/51119,spindle pole; nucleus; nucleoplasm; nucleolus; cytoplasm,True,
YLR026C,ENSP00000294179,6811,STX5,syntaxin 5,Complement,,Complement,Complement,Complement,,Complement,,,ENSG00000162236,OK,OK,173.0,retinitis pigmentosa (0.082); hepatocellular carcinoma (0.074); age-related macular degeneration (0.074),animal_model (1.280); literature (0.611),impc (1.280); europepmc (0.611),STX5 shows the strongest Open Targets disease associations with retinitis pigmentosa (score 0.082) and hepatocellular carcinoma (score 0.074). Evidence is driven primarily by animal_model and literature. Top contributing sources include impc and europepmc.,https://platform.opentargets.org/target/ENSG00000162236,https://mygene.info/v3/gene/6811,Golgi membrane; endoplasmic reticulum membrane; Golgi apparatus; cytosol; endomembrane system,True,
YLR088W,ENSP00000347206,8733,GPAA1,glycosylphosphatidylinositol anchor attachment 1,Complement,,,Complement,Non complement,Non complement,Complement,,,ENSG00000197858,OK,OK,72.0,glycosylphosphatidylinositol biosynthesis defect 15 (0.813); genetic disorder (0.415); Global developmental delay (0.372),genetic_association (1.564); genetic_literature (1.434),eva (1.585); genomics_england (1.527),GPAA1 shows the strongest Open Targets disease associations with glycosylphosphatidylinositol biosynthesis defect 15 (score 0.813) and genetic disorder (score 0.415). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and genomics_england.,https://platform.opentargets.org/target/ENSG00000197858,https://mygene.info/v3/gene/8733,endoplasmic reticulum; endoplasmic reticulum membrane; membrane; GPI-anchor transamidase complex,True,
YLR167W,ENSP00000383981,6233,RPS27A,ribosomal protein S27a,Complement,,,,Complement,Complement,Complement,,,ENSG00000143947,OK,OK,973.0,HIV infection (0.575); cystic fibrosis (0.559); listeriosis (0.529),affected_pathway (2.568); known_drug (0.626),reactome (2.568); chembl (0.626),RPS27A shows the strongest Open Targets disease associations with HIV infection (score 0.575) and cystic fibrosis (score 0.559). Evidence is driven primarily by affected_pathway and known_drug. Top contributing sources include reactome and chembl.,https://platform.opentargets.org/target/ENSG00000143947,https://mygene.info/v3/gene/6233,extracellular space; nucleus; nucleoplasm; nucleolus; cytoplasm,True,
YLR186W,ENSP00000476966,10436,EMG1,EMG1 N1-specific pseudouridine methyltransferase,Complement,Toxic,Non complement,Complement,Complement,,Complement,Complement,11935223,ENSG00000126749,OK,OK,62.0,Bowen-Conradi syndrome (0.671); genetic disorder (0.177); neurodegenerative disease (0.088),genetic_association (0.894); genetic_literature (0.738),eva (0.841); genomics_england (0.794),EMG1 shows the strongest Open Targets disease associations with Bowen-Conradi syndrome (score 0.671) and genetic disorder (score 0.177). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and genomics_england.,https://platform.opentargets.org/target/ENSG00000126749,https://mygene.info/v3/gene/10436,nucleus; nucleoplasm; nucleolus; cytoplasm; small-subunit processome,True,
YLR208W,ENSP00000373312,6396,SEC13,SEC13 homolog (S. cerevisiae),Complement,,Complement,,Non complement,,Complement,,,ENSG00000157020,OK,OK,62.0,influenza (0.559); HIV infection (0.541); viral disease (0.527),affected_pathway (2.645); literature (0.626),reactome (2.645); europepmc (0.626),SEC13 shows the strongest Open Targets disease associations with influenza (score 0.559) and HIV infection (score 0.541). Evidence is driven primarily by affected_pathway and literature. Top contributing sources include reactome and europepmc.,https://platform.opentargets.org/target/ENSG00000157020,https://mygene.info/v3/gene/6396,kinetochore; nuclear envelope; nuclear pore; nucleoplasm; lysosomal membrane,True,
YLR215C,ENSP00000281141,8872,CDC123,cell division cycle 123,Complement,,,Complement,Complement,,Complement,Complement,15319434,ENSG00000151465,OK,OK,64.0,type 2 diabetes mellitus (0.529); diabetes mellitus (0.511); neurodegenerative disease (0.489),genetic_association (1.690); affected_pathway (0.804),gwas_credible_sets (1.690); crispr_screen (0.804),CDC123 shows the strongest Open Targets disease associations with type 2 diabetes mellitus (score 0.529) and diabetes mellitus (score 0.511). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include gwas_credible_sets and crispr_screen.,https://platform.opentargets.org/target/ENSG00000151465,https://mygene.info/v3/gene/8872,cytoplasm,True,
YLR229C,ENSP00000304283,998,CDC42,cell division cycle 42,Complement,,Complement,,Complement,,Complement,Complement,2122236,ENSG00000070831,OK,OK,614.0,macrothrombocytopenia-lymphedema-developmental delay-facial dysmorphism-camptodactyly syndrome (0.768); genetic disorder (0.470); hemophagocytic syndrome (0.464),genetic_association (1.587); genetic_literature (1.549),eva (1.660); genomics_england (1.625),CDC42 shows the strongest Open Targets disease associations with macrothrombocytopenia-lymphedema-developmental delay-facial dysmorphism-camptodactyly syndrome (score 0.768) and genetic disorder (score 0.470). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and genomics_england.,https://platform.opentargets.org/target/ENSG00000070831,https://mygene.info/v3/gene/998,Golgi membrane; storage vacuole; cytoplasm; endoplasmic reticulum membrane; centrosome,True,
YLR259C,ENSP00000373620,3329,HSPD1,heat shock 60kDa protein 1 (chaperonin),Complement,,,,Complement,,Complement,,,ENSG00000144381,OK,OK,841.0,hypomyelinating leukodystrophy 4 (0.774); Autosomal dominant spastic paraplegia type 13 (0.755); Pelizaeus-Merzbacher-like disease due to HSPD1 mutation (0.736),genetic_literature (2.600); genetic_association (2.070),genomics_england (2.823); uniprot_literature (1.824),HSPD1 shows the strongest Open Targets disease associations with hypomyelinating leukodystrophy 4 (score 0.774) and Autosomal dominant spastic paraplegia type 13 (score 0.755). Evidence is driven primarily by genetic_literature and genetic_association. Top contributing sources include genomics_england and uniprot_literature.,https://platform.opentargets.org/target/ENSG00000144381,https://mygene.info/v3/gene/3329,extracellular space; cytoplasm; mitochondrion; mitochondrial inner membrane; mitochondrial matrix,True,
YLR275W,ENSP00000342374,6633,SNRPD2,small nuclear ribonucleoprotein D2 polypeptide 16.5kDa,Complement,,,,Complement,Complement,Complement,,,ENSG00000125743,OK,OK,77.0,Alzheimer disease (0.450); Parkinson disease (0.443); lysosomal storage disease (0.443),affected_pathway (2.186); literature (0.213),crispr_screen (2.186); europepmc (0.213),SNRPD2 shows the strongest Open Targets disease associations with Alzheimer disease (score 0.450) and Parkinson disease (score 0.443). Evidence is driven primarily by affected_pathway and literature. Top contributing sources include crispr_screen and europepmc.,https://platform.opentargets.org/target/ENSG00000125743,https://mygene.info/v3/gene/6633,nucleus; nucleoplasm; spliceosomal complex; U5 snRNP; U2-type spliceosomal complex,True,
YLR291C,ENSP00000266126,8892,EIF2B2,"eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa",Complement,Toxic,Complement,,Non complement,Non complement,Complement,,,ENSG00000119718,OK,OK,144.0,CACH syndrome (0.836); leukoencephalopathy with vanishing white matter (0.783); leukoencephalopathy with vanishing white matter 1 (0.720),genetic_literature (2.700); genetic_association (2.399),genomics_england (2.873); eva (2.457),EIF2B2 shows the strongest Open Targets disease associations with CACH syndrome (score 0.836) and leukoencephalopathy with vanishing white matter (score 0.783). Evidence is driven primarily by genetic_literature and genetic_association. Top contributing sources include genomics_england and eva.,https://platform.opentargets.org/target/ENSG00000119718,https://mygene.info/v3/gene/8892,cytoplasm; cytosol; eukaryotic translation initiation factor 2B complex,True,
